,job_title,company,job_location,country,location_type,skills,job_link,employment_type
5142,"Senior Data Scientist (Optimization + AWS), USA",Tiger Analytics,"dallas, tx",United States,International,"['sql', 'research', 'python', 'aws', 'collaboration', 'communication', 'ai', 'machine learning', 'leadership', 'market research']",https://www.linkedin.com/jobs/view/senior-data-scientist-optimization-%2B-aws-usa-at-tiger-analytics-3770948636?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=Fdh1%2BSff64H1RhIGZtxJmQ%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5143,Machine Learning Developer,MindPal,"west valley city, ut",United States,International,"['communication', 'machine learning']",https://www.linkedin.com/jobs/view/machine-learning-developer-at-mindpal-3765319315?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=6BtoucNDgpYEFwyhgX7FeA%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5144,Data Engineering Manager - Data Science,LinkedIn,"sunnyvale, ca",United States,International,"['data privacy', 'sql', 'hadoop', 'research', 'r', 'python', 'mentorship', 'strategic thinking', 'product management', 'data visualization', 'java', 'influencing', 'machine learning', 'statistical modeling', 'leadership']",https://www.linkedin.com/jobs/view/data-engineering-manager-data-science-at-linkedin-3761494742?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=Ov378kfPIl8eWNvAjaai1w%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5145,Manager of Product Strategy,Vuori,"carlsbad, ca",United States,International,"['facilitation skills', 'project management', 'data analysis', 'team building', 'change management', 'mentorship', 'collaboration', 'communication', 'negotiation', 'facilitation', 'training', 'process improvement', 'leadership']",https://www.linkedin.com/jobs/view/manager-of-product-strategy-at-vuori-3768995026?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=IQdPf5X4LkN4Hf1rOM8Avg%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
5146,Technical Product Analyst,Oak Street Health,united states,United States,International,"['agile', 'research', 'leadership', 'leadership development']",https://www.linkedin.com/jobs/view/technical-product-analyst-at-oak-street-health-3780831406?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=0p3nM2F5N7MzoHTxXxMoTA%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5147,Technical Product Analyst,Oak Street Health,united states,United States,International,"['agile', 'research', 'leadership', 'leadership development']",https://www.linkedin.com/jobs/view/data-science-and-analytics-executive-consultant-at-comrise-3756687575?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=0YBVyjgJj7Lnl5e7%2BxSpFA%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5148,"Business Analyst, Global Performance, Google Customer Solutions",Google,"new york, ny",United States,International,"['sql', 'business intelligence', 'ann', 'base', 'business acumen', 'r', 'statistical analysis', 'python', 'decision making', 'analytical skills', 'collaboration', 'communication', 'data visualization', 'training', 'machine learning', 'san']",https://www.linkedin.com/jobs/view/business-analyst-global-performance-google-customer-solutions-at-google-3766383746?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=1W7BpPa%2F3uTpV3VnrSx%2F7g%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5149,Data Analytics Consultant,Canus Tech,"new york, ny",United States,International,"['performance metrics', 'sql', 'python', 'marketing', 'problem solving', 'tableau', 'leadership']",https://www.linkedin.com/jobs/view/data-analytics-consultant-at-canus-tech-3766832316?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=oynC1QkyUJJewOF1S4mKUw%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
5150,Data Analytics Consultant,Canus Tech,"new york, ny",United States,International,"['performance metrics', 'sql', 'python', 'marketing', 'problem solving', 'tableau', 'leadership']",https://www.linkedin.com/jobs/view/associate-international-pricing-analyst-at-skechers-3775911121?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=XeXkJRIOLpXJkeQ1ohHlGA%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5151,Data Scientist,Michael Page,"new york, ny",United States,International,"['bi', 'python', 'marketing', 'data visualization tools', 'communication', 'tableau', 'data visualization', 'power bi', 'machine learning', 'statistical analysis']",https://www.linkedin.com/jobs/view/data-scientist-at-michael-page-3776625659?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=ONIyMwVLFf%2BtuYkOW9mVyA%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5152,Principal Data Scientist,"InVitro Cell Research, LLC",new york city metropolitan area,United States,International,"['data analysis', 'base', 'r', 'python', 'machine learning']",https://www.linkedin.com/jobs/view/principal-data-scientist-at-invitro-cell-research-llc-3779278224?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=OvM9xdoT6FNpXlbhIb9Gtg%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5153,"Product Designer, Production",Netflix,united states,United States,International,"['time management', 'base', 'business acumen', 'collaboration', 'communication', 'continuous delivery']",https://www.linkedin.com/jobs/view/product-designer-production-at-netflix-3768470146?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=hdjphvwIGE1Hnf6A4irOmg%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
5154,Machine Learning Engineer,Durlston Partners,"new york, united states",United States,International,"['machine learning', 'ml', 'deep learning', 'nlp', 'research']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-durlston-partners-3779144735?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=4cSqFrNWz06WUlfkyqdscA%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
5155,UI Developer with Python,Sonitalent Corp,"washington, dc",United States,International,"['agile', 'javascript', 'python', 'aws', 'cd', 'communication', 'tableau', 'budgeting', 'data visualization', 'xml']",https://www.linkedin.com/jobs/view/ui-developer-with-python-at-sonitalent-corp-3779183031?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=f5YpnIH54R7cGy5%2B%2BQOVhQ%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5156,UI Developer with Python,Sonitalent Corp,"washington, dc",United States,International,"['agile', 'javascript', 'python', 'aws', 'cd', 'communication', 'tableau', 'budgeting', 'data visualization', 'xml']",https://www.linkedin.com/jobs/view/machine-learning-integration-intern-spring-2024-at-turion-space-3767203255?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=n%2FrMcgcyqQXcK%2B37i4PSUg%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5157,Data Scientist,Michael Page,"new york, ny",United States,International,"['bi', 'python', 'marketing', 'data visualization tools', 'communication', 'tableau', 'data visualization', 'power bi', 'machine learning', 'statistical analysis']",https://www.linkedin.com/jobs/view/data-scientist-at-michael-page-3776625659?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=7nmhO8owq%2FyFJDl%2Fq6JanQ%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card,Full-time
5158,Technical Product Analyst,Oak Street Health,united states,United States,International,"['agile', 'research', 'leadership', 'leadership development']",https://www.linkedin.com/jobs/view/technical-product-analyst-at-oak-street-health-3780831406?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=WJQg5jA1Z8eyRwNjSQbm2w%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card,Part-time
5159,Data Science and Analytics Executive Consultant,Comrise,"new york, ny",United States,International,"['sql', 'research', 'python', 'excel', 'marketing', 'predictive modeling', 'machine learning', 'statistical analysis']",https://www.linkedin.com/jobs/view/data-science-and-analytics-executive-consultant-at-comrise-3756687575?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=42Vum05s9JJhjjJn7TMqXA%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
5160,"Business Analyst, Global Performance, Google Customer Solutions",Google,"new york, ny",United States,International,"['sql', 'business intelligence', 'ann', 'base', 'business acumen', 'r', 'statistical analysis', 'python', 'decision making', 'analytical skills', 'collaboration', 'communication', 'data visualization', 'training', 'machine learning', 'san']",https://www.linkedin.com/jobs/view/business-analyst-global-performance-google-customer-solutions-at-google-3766383746?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=1AH7DdJRxvVCbr1JFKGCMw%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5161,Associate International Pricing Analyst,Skechers,"manhattan beach, ca",United States,International,"['business intelligence', 'sales', 'communication', 'automation', 'training', 'leadership']",https://www.linkedin.com/jobs/view/associate-international-pricing-analyst-at-skechers-3775911121?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=93emhGOcd7pZ95iXiUBOmA%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card,Part-time
5162,Data Analytics Consultant,Canus Tech,"new york, ny",United States,International,"['performance metrics', 'sql', 'python', 'marketing', 'problem solving', 'tableau', 'leadership']",https://www.linkedin.com/jobs/view/data-analytics-consultant-at-canus-tech-3766832316?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=6ufRVTV3j28ybD254R2pvw%3D%3D&position=6&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5163,Principal Data Scientist,"InVitro Cell Research, LLC",new york city metropolitan area,United States,International,"['data analysis', 'base', 'r', 'python', 'machine learning']",https://www.linkedin.com/jobs/view/principal-data-scientist-at-invitro-cell-research-llc-3779278224?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=Dh026w8%2Bse5gnRROI5sgvw%3D%3D&position=7&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5164,"Product Designer, Production",Netflix,united states,United States,International,"['time management', 'base', 'business acumen', 'collaboration', 'communication', 'continuous delivery']",https://www.linkedin.com/jobs/view/product-designer-production-at-netflix-3768470146?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=NQo%2FkMJHtSeMW3nXJlhP3w%3D%3D&position=8&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5165,UI Developer with Python,Sonitalent Corp,"washington, dc",United States,International,"['agile', 'javascript', 'python', 'aws', 'cd', 'communication', 'tableau', 'budgeting', 'data visualization', 'xml']",https://www.linkedin.com/jobs/view/ui-developer-with-python-at-sonitalent-corp-3779183031?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=01xpLQE4XZ%2BioJSW7kP%2B5Q%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5166,Machine Learning Integration Intern (Spring 2024),Turion Space,"irvine, ca",United States,International,"['jira', 'ml', 'mlops', 'cv', 'python', 'aws', 'microservices', 'ai', 'monitoring', 'machine learning', 'research', 'docker']",https://www.linkedin.com/jobs/view/machine-learning-integration-intern-spring-2024-at-turion-space-3767203255?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=O9JBswLT1r2G4AT3dA%2F8Sg%3D%3D&position=10&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5167,Machine Learning Integration Intern (Spring 2024),Turion Space,"irvine, ca",United States,International,"['jira', 'ml', 'mlops', 'cv', 'ai', 'monitoring', 'machine learning', 'research']",https://www.linkedin.com/jobs/view/head-of-engineering-at-palazzo-3780537460?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=XZX%2Fcox%2BH0zG6aSWgttsAA%3D%3D&position=11&pageNum=15&trk=public_jobs_jserp-result_search-card,Full-time
5168,Python Developer,ASCENDING Inc.,"rockville, md",United States,International,"['api gateway', 'python', 'aws', 'api', 'communication']",https://www.linkedin.com/jobs/view/python-developer-at-ascending-inc-3766410699?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=VnGYwGAmgWWqEky%2BFg1l7A%3D%3D&position=12&pageNum=15&trk=public_jobs_jserp-result_search-card,Part-time
5169,Data Scientist (12 Month Roster),"IRS, Office of Chief Counsel","san jose, ca",United States,International,"['python', 'tableau', 'data visualization', 'clustering', 'sql', 'data analysis', 'ide', 'matlab', 'feature engineering', 'predictive analytics', 'training', 'data visualization tools', 'r', 'trend analysis', 'machine learning', 'exploratory data analysis', 'integrated development environment', 'communication', 'security']",https://www.linkedin.com/jobs/view/data-scientist-12-month-roster-at-irs-office-of-chief-counsel-3776643317?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=%2B%2FIXoa8NtbmH6SiVh831%2Fg%3D%3D&position=13&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
5170,Data Analyst/Senior Data Analyst,DC Fiscal Policy Institute,"washington, dc",United States,International,"['empathy', 'data analysis', 'base', 'analytical skills', 'r', 'python', 'collaboration', 'security', 'training', 'research', 'interpersonal skills']",https://www.linkedin.com/jobs/view/data-analyst-senior-data-analyst-at-dc-fiscal-policy-institute-3779834664?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=yNIqXbEElsMEQD0TAqbubA%3D%3D&position=14&pageNum=15&trk=public_jobs_jserp-result_search-card,Full-time
5171,AI and Machine Learning Engineer,Hewlett Packard Enterprise,"texas, united states",United States,International,"['automl', 'rpc', 'python', 'artificial intelligence', 'api', 'pandas', 'dl', 'c++', 'etl', 'pytorch', 'training', 'nlp', 'gpu', 'sales', 'spark', 'tensorflow', 'machine learning', 'ml', 'object detection', 'base', 'numpy', 'linux', 'communication', 'deep learning', 'security', 'ai', 'hpc', 'research']",https://www.linkedin.com/jobs/view/ai-and-machine-learning-engineer-at-hewlett-packard-enterprise-3775958624?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=3iSj7SbRywjkH8mrI%2BKEGw%3D%3D&position=15&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
5172,"Staff Data Scientist, Machine Learning",SoFi,"cottonwood heights, ut",United States,International,"['clustering', 'san', 'sql', 'monitoring', 'kpi', 'base', 'python', 'decision making', 'unsupervised learning', 'artificial intelligence', 'communication', 'deep learning', 'risk management', 'nosql', 'nlp', 'machine learning', 'statistical modeling', 'regression']",https://www.linkedin.com/jobs/view/staff-data-scientist-machine-learning-at-sofi-3780594758?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=4ssKhZVUbkkAE%2BnZHyYjCQ%3D%3D&position=16&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
5173,Data Science Practice Director (on-site or remote),Gryphon Scientific LLC,"takoma park, md",United States,International,"['biostatistics', 'python', 'artificial intelligence', 'mentoring', 'leadership', 'project management', 'c++', 'java', 'version control', 'r', 'collaboration', 'machine learning', 'business development', 'ml', 'mentorship', 'security', 'ai', 'research', 'git']",https://www.linkedin.com/jobs/view/data-science-practice-director-on-site-or-remote-at-gryphon-scientific-llc-3730498327?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=98XLVeXfZhgbCaJLGFWNrg%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
5174,Machine Learning Engineer,maven,greater chicago area,United States,International,"['ml', 'c++', 'python', 'machine learning', 'research']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-maven-3779142971?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=8tq%2FzOh6%2FgxKSKxtcmU0Ig%3D%3D&position=18&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
5175,Data Visualization Analyst,"firstPRO, Inc","boston, ma",United States,International,"['strategic planning', 'sql', 'business intelligence', 'project management', 'data governance', 'python', 'excel', 'etl', 'tableau', 'data visualization', 'scripting', 'monitoring', 'training', 'data integration', 'sdlc']",https://www.linkedin.com/jobs/view/data-visualization-analyst-at-firstpro-inc-3770645935?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=16g9qIdHJWUfBr6ZlzFy3g%3D%3D&position=19&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
5176,IT Data Scientist I-IV,Medical Mutual,"brooklyn, oh",United States,International,"['performance metrics', 'hyperparameter optimization', 'coaching', 'ml', 'sql', 'mentoring and coaching', 'jupyter notebooks', 'r', 'python', 'aws', 'etl', 'ai', 'machine learning', 'mentoring']",https://www.linkedin.com/jobs/view/it-data-scientist-i-iv-at-medical-mutual-3779949333?refId=nWALU55B4AWKY6PMvL2l3Q%3D%3D&trackingId=YsHM6oVHUoAEGAqpAEi35A%3D%3D&position=20&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
